BookID,campaign,BookTitle,Season,television,fake_misc,score,hard,fake_date_of_birth,difference,maintain,xyz,fake_zipcode,Promotions,dinner,military,xy,course,fake_name,size,fake_surname,such,your,DailySales,Date
9905.0,-0.4397445984247052,Must summer happen key.,Summer,0.07,'as',1.8938177381875452,0.03,1980-12-16,18978,0.98,executive,80029,False,0.98,0.9782890779078425,'I',2.010090978792727,Michael,-0.206708916010856,Gomez,0.9782890779078425,-0.4397445984247052,15.0,2022-07-23
9905.0,-0.25041488443550247,Must summer happen key.,Fall,0.07,nan,0.03933822759269995,0.03,1988-02-02,26648,1.01,discover,64603,False,1.01,1.0115462097761994,'growth',1.071146916194172,Sarah,-1.284415026955091,Green,1.0115462097761994,-0.25041488443550247,13.0,2022-12-21
10570.0,-0.519283858209289,Success rich eye.,Winter,0.07,'night',1.3630129752415134,0.03,1970-11-14,10013,1.54,join,70250,True,1.54,1.537199193664716,'less',0.5113231503923448,Brianna,-0.7198135509932705,Weaver,1.537199193664716,-0.519283858209289,28.0,2022-10-06
8416.0,-0.3205505569570668,Card traditional media total the.,Winter,0.07,nan,0.2533101204360869,0.03,2015-12-04,28884,1.21,night,41142,False,1.21,1.2060957186853118,'ten',0.9383694529953613,William,-0.07166413975085133,Sweeney,1.2060957186853118,-0.3205505569570668,44.0,2020-04-23
8976.0,-0.15169964483536208,Interview institution economy lot never.,Spring,0.07,'fish',-0.05904220765140514,0.03,1921-05-14,24282,0.65,card,97749,True,0.65,0.6490324776128417,'produce',0.8256131186490112,Cole,-0.18269977192188713,Hudson,0.6490324776128417,-0.15169964483536208,37.0,2021-02-23
9905.0,-0.32492606840459454,Must summer happen key.,Spring,0.07,'interview',nan,0.03,1986-07-19,10192,1.27,land,87013,False,1.27,1.271812332265064,'unit',1.1913253520589553,Andrea,-0.4464467833047774,Stephens,1.271812332265064,-0.32492606840459454,47.0,2023-03-11
10570.0,-0.34791137361615593,Success rich eye.,Winter,0.07,'fund',0.15420030614551503,0.03,1989-09-08,18165,1.36,receive,25872,True,1.36,1.3618448233757785,'than',1.2759135866833908,Karl,-1.1449082576389766,Vega,1.3618448233757785,nan,48.0,2022-05-26
1389.0,-0.4642139963104579,Itself education rate.,Spring,0.07,'case',1.6615276351778383,0.03,1940-04-27,28219,1.18,thought,31561,False,1.18,nan,'evidence',1.4018880503007227,Rachel,-0.44110448436702115,Price,1.1804062496119196,-0.4642139963104579,35.0,2020-02-23
8976.0,-0.495126225096703,Interview institution economy lot never.,Winter,0.07,nan,0.6115403606113454,0.03,1938-04-19,21117,1.77,apply,56656,True,1.77,1.76661256265926,'business',0.9797004184732561,Lindsey,-1.126457757129158,Valencia,1.76661256265926,-0.495126225096703,2.0,2020-02-27
8976.0,-0.23287962638274198,Interview institution economy lot never.,Summer,0.07,'red',0.21951314595953123,0.03,2010-02-27,22934,0.86,full,73276,True,0.86,0.8607084074522675,'operation',0.6060586324091407,Jacqueline,-0.47945941095045846,Stone,0.8607084074522675,-0.23287962638274198,16.0,2022-03-31
10570.0,-0.3874095682617681,Success rich eye.,Fall,0.07,'financial',0.3513998857692513,0.03,1965-08-27,12356,1.44,evening,90676,False,1.44,1.4378652764897804,'break',1.0375870383709058,Gregory,-0.5304518530891508,Yoder,1.4378652764897804,nan,35.0,2022-11-10
1389.0,-0.7199308351173174,Itself education rate.,Winter,0.07,'bag',2.1210297390046695,0.03,1948-03-25,20853,2.03,everybody,09521,True,2.03,nan,'back',1.2022489517546797,Andrew,-1.3703165001393138,King,2.029974718839817,-0.7199308351173174,41.0,2021-03-20
1389.0,-0.2661360786235252,Itself education rate.,Fall,0.07,'learn',0.10530653684856592,0.03,1953-12-07,23010,1.05,decide,68559,True,1.05,1.0472804780286846,'thought',1.0029888376402492,Stephanie,-1.010370850190332,Bush,1.0472804780286846,-0.2661360786235252,21.0,2023-09-08
8976.0,-0.3328146237798172,Interview institution economy lot never.,Winter,0.07,'as',nan,0.03,1908-07-10,19835,1.28,bad,17076,False,1.28,1.2796018797848607,'TV',1.1076795000869446,Martin,-0.9613603598188132,White,1.2796018797848607,nan,49.0,2021-06-29
10570.0,-0.3434502548509726,Success rich eye.,Spring,0.07,'pass',1.4880419535445473,0.03,2003-06-19,11441,0.76,my,95568,False,0.76,0.7601605447074774,'environmental',1.5889645902547214,Kelsey,-0.847671949215035,Nelson,0.7601605447074774,-0.3434502548509726,7.0,2023-01-22
10570.0,-0.23967534360175116,Success rich eye.,Winter,0.07,'some',1.3323247487712266,0.03,1966-12-11,18658,0.4,easy,81909,True,0.4,nan,'military',1.7355703167119638,Shawn,-0.5582775962080532,Green,0.4019370441344413,-0.23967534360175116,8.0,2023-03-21
9905.0,-0.43191766555141786,Must summer happen key.,Summer,0.07,'far',0.44153315075284005,0.03,1976-10-29,18092,1.58,enter,19706,True,1.58,1.581292915168095,'adult',1.0506781483777792,Jeffrey,-0.2993938433322431,Mason,1.581292915168095,-0.43191766555141786,14.0,2020-01-11
9905.0,-0.21958819440195687,Must summer happen key.,Fall,0.07,'guy',-0.04774999955102816,0.03,1956-07-16,12848,0.92,toward,42794,False,0.92,0.9229925809365955,'late',1.1146676696694824,James,-0.3711919512615264,Bradshaw,0.9229925809365955,-0.21958819440195687,29.0,2021-03-26
9905.0,-0.46495515231077655,Must summer happen key.,Fall,0.07,'as',1.7853636766609533,0.03,1980-05-27,22208,1.13,out,15902,False,1.13,1.1292912212307997,'space',1.6625390822379775,Amy,-0.16800680644956742,Richard,1.1292912212307997,-0.46495515231077655,7.0,2020-07-16
9905.0,-0.14087694681602017,Must summer happen key.,Summer,0.07,'material',-0.11723995355396004,0.03,1962-07-11,18313,0.63,deep,05776,False,0.63,nan,'data',0.8997953348785284,Kylie,-0.3093284927742968,Orozco,0.6300236761119199,-0.14087694681602017,33.0,2021-08-06
9905.0,-0.5280530367431514,Must summer happen key.,Fall,0.07,'suggest',1.6273427956372113,0.03,2000-07-25,20786,1.46,debate,41227,False,1.46,1.4576196566772937,'somebody',1.03453590547894,Shannon,-0.977284832042969,Stevens,1.4576196566772937,-0.5280530367431514,39.0,2022-05-12
9905.0,-0.2942386379534957,Must summer happen key.,Summer,0.07,'interview',1.411075305123656,0.03,1915-03-07,28182,0.59,seat,22848,False,0.59,0.5916515395267443,'significant',1.6518272299107415,Marie,-0.8652106003537336,Baker,0.5916515395267443,-0.2942386379534957,12.0,2021-11-28
8416.0,-0.342578610525469,Card traditional media total the.,Spring,0.07,'international',0.23048416640385042,0.03,2024-01-08,18277,1.31,head,07364,False,1.31,1.3065740089030966,'Republican',1.0886476512590604,Emily,-0.08194248239183136,Tucker,1.3065740089030966,-0.342578610525469,4.0,2021-08-07
8976.0,-0.48725422456188794,Interview institution economy lot never.,Summer,0.07,'area',nan,0.03,1999-08-15,26588,1.24,order,70211,True,1.24,1.2377483263448075,'although',1.4775367742519552,Roberto,-1.1810050084309451,Sanders,1.2377483263448075,-0.48725422456188794,39.0,2020-12-12
8976.0,-0.0014092871826988454,Interview institution economy lot never.,Winter,0.07,'collection',1.2331080043517382,0.03,1983-03-01,27157,-0.53,strong,76177,False,-0.53,-0.5335115869861333,'include',2.622995340836688,Mary,-0.6846808925126543,Smith,0.5335115869861333,-0.0014092871826988454,39.0,2020-01-24
8976.0,-0.569701483679693,Interview institution economy lot never.,Fall,0.07,'bag',1.8628975870609168,0.03,2013-04-04,10341,1.53,plant,68837,False,1.53,1.525699049462828,'international',1.3447336254117128,Patricia,-1.238283210855647,Morales,1.525699049462828,-0.569701483679693,6.0,2020-08-23
8976.0,-0.46591038859217443,Interview institution economy lot never.,Spring,0.07,'night',2.2314698786812754,0.03,1968-05-22,19652,0.94,identify,03950,False,0.94,nan,'campaign',2.609415781135601,Robert,-0.873782887108324,Bell,0.9381104499618024,-0.46591038859217443,22.0,2023-10-26
10570.0,-0.4626742027236875,Success rich eye.,Winter,0.07,'fish',2.592764137302533,0.03,1997-05-06,13974,0.77,information,29587,False,0.77,0.7668031392070754,'no',3.394771210040384,Christine,-0.11491272637148015,Thomas,0.7668031392070754,-0.4626742027236875,35.0,2021-01-16
8976.0,-0.46956017358076046,Interview institution economy lot never.,Spring,0.07,'none',1.329809389811914,0.03,1990-05-05,26815,1.35,trial,39575,True,1.35,nan,'race',0.669868617499913,Benjamin,-0.2011861701509173,Payne,1.3474466933872877,-0.46956017358076046,32.0,2020-01-05
8976.0,-0.11734681900600268,Interview institution economy lot never.,Summer,0.07,'material',-0.17557756531499588,0.03,1973-01-09,12991,0.56,far,70415,False,0.56,0.5588715646967977,'last',0.9156631070996522,Deborah,-1.4960031695555258,Nguyen,0.5588715646967977,-0.11734681900600268,26.0,2024-05-10
9905.0,-0.4499416718843089,Must summer happen key.,Spring,0.07,'guy',0.45609497826015627,0.03,1937-11-13,26179,1.65,box,71020,True,1.65,1.6489702469397989,'sell',1.1027615863712952,Michele,-0.2821595359874645,Wright,1.6489702469397989,nan,9.0,2022-09-30
10570.0,-0.3085065847124382,Success rich eye.,Fall,0.07,'interview',0.5054181144619692,0.03,1981-08-23,19840,1.05,character,43013,False,1.05,1.0463571246243335,'spring',0.34521855325823747,Lisa,-0.7401819246062783,Stewart,1.0463571246243335,-0.3085065847124382,40.0,2021-08-12
10570.0,-0.4551161447712251,Success rich eye.,Fall,0.07,'mind',0.8423966871092994,0.03,1928-10-15,27753,1.5,church,74660,True,1.5,1.5012784465422773,'chair',0.30287389239989415,Charles,-0.8153168852079051,Hardy,1.5012784465422773,-0.4551161447712251,19.0,2021-03-05
8976.0,-0.254090238978922,Interview institution economy lot never.,Fall,0.07,'financial',1.8442672493604872,0.03,1946-03-22,17521,0.24,heavy,39873,False,0.24,0.23725747018490984,'nothing',2.7607548657780234,Lisa,-0.4995007969689037,Stewart,0.23725747018490984,nan,7.0,2022-10-06
10570.0,-0.4852395050682892,Success rich eye.,Fall,0.07,'affect',0.6156400478717639,0.03,1984-09-13,15677,1.72,since,50746,False,1.72,1.7242030786249534,'leave',0.9253559477590043,William,-1.2187111007693654,Murphy,1.7242030786249534,nan,30.0,2024-01-21
8976.0,-0.267568340672773,Interview institution economy lot never.,Spring,0.07,'somebody',0.1177077381527374,0.03,1927-05-14,20450,1.05,speech,97329,True,1.05,1.0477407967747712,'leave',0.983150625897385,Jason,-0.2000940591283936,Huff,1.0477407967747712,-0.267568340672773,11.0,2022-06-05
1389.0,-0.41276735983021573,Itself education rate.,Fall,0.07,'as',0.44251545745126325,0.03,2021-01-15,22670,1.5,agent,02782,False,1.5,1.5021902915116874,'white',0.9602531680287795,Lisa,-0.7391365592307034,Wright,1.5021902915116874,-0.41276735983021573,6.0,2020-06-12
9905.0,-0.04504527093803097,Must summer happen key.,Summer,0.07,'step',-0.3456802868510722,0.03,1985-03-09,28923,0.34,tell,41906,True,0.34,0.33623800460224784,'yet',0.944903329719093,Denise,-0.28326995014659845,Taylor,0.33623800460224784,-0.04504527093803097,33.0,2021-07-10
10570.0,-0.5908326062850254,Success rich eye.,Summer,0.07,'federal',nan,0.03,1916-09-14,18594,1.95,station,72755,False,1.95,1.9526950104957073,'myself',0.4113906601610273,Stephen,-0.6484466533719213,Nguyen,1.9526950104957073,-0.5908326062850254,19.0,2022-05-26
9905.0,-0.08748551594055443,Must summer happen key.,Winter,0.07,'fish',-0.21076936197750212,0.03,1975-06-15,17551,0.45,rather,71376,False,0.45,0.45158696131605003,'product',0.8529720559898333,Joshua,-1.5909413585541052,Wong,0.45158696131605003,-0.08748551594055443,45.0,2022-12-03
1389.0,-0.18786256856610695,Itself education rate.,Winter,0.07,'red',-0.08834462856510793,0.03,2020-03-10,15143,0.81,imagine,02133,False,0.81,nan,'generation',1.0548985477276414,Laura,-0.9112622830378235,Humphrey,0.8104119284756188,-0.18786256856610695,48.0,2022-06-18
8416.0,-0.551142287641349,Card traditional media total the.,Spring,0.07,'interview',1.5517715295559085,0.03,1913-08-16,21563,1.59,impact,83775,True,1.59,1.5855257652459875,'prepare',0.7668881680842183,Amy,-1.0835461924485188,Henderson,1.5855257652459875,-0.551142287641349,32.0,2023-09-02
8976.0,-0.40738280564574947,Interview institution economy lot never.,Summer,0.07,'practice',0.32911264984507044,0.03,2023-07-17,14779,1.53,goal,66259,False,1.53,1.5296663914123343,'number',1.1772386798519017,Richard,-0.0060618257735948035,Gray,1.5296663914123343,-0.40738280564574947,14.0,2022-01-06
8416.0,-0.4402718381165851,Card traditional media total the.,Fall,0.07,'fish',1.2864764285124195,0.03,1927-11-16,15648,1.25,decide,19883,True,1.25,1.2460764949637655,'hand',0.7125565441749314,Kevin,-2.348018508653876,Knox,1.2460764949637655,nan,13.0,2021-11-14
9905.0,-0.1872054080939742,Must summer happen key.,Winter,0.07,'fund',-0.093839199156682,0.03,1944-12-27,25644,0.81,simple,13771,True,0.81,0.8101152480217425,'ok',1.0635841060298628,Laura,-0.24192112713228958,Gallegos,0.8101152480217425,-0.1872054080939742,11.0,2020-04-10
9905.0,-0.1663668275865276,Must summer happen key.,Winter,0.07,'financial',1.3351931814529072,0.03,1956-03-02,24689,0.1,degree,27020,True,0.1,0.09951754006249636,nan,2.079820660411972,Mackenzie,-0.8959699672367043,Briggs,0.09951754006249636,-0.1663668275865276,1.0,2021-11-10
1389.0,-0.2893946869274712,Itself education rate.,Summer,0.07,'night',0.20304474725262664,0.03,1960-11-29,19269,1.1,television,10202,True,1.1,1.1000852398946674,'across',0.9018503365730591,Rebecca,-0.3268524062609343,Orozco,1.1000852398946674,-0.2893946869274712,46.0,2024-01-26
9905.0,-0.4311432253516916,Must summer happen key.,Spring,0.07,'group',1.1599426423374044,0.03,1910-09-08,20829,1.26,that,84021,False,1.26,1.2639141557628886,'appear',0.48483973655725854,Samantha,-1.5111411600126732,Garcia,1.2639141557628886,-0.4311432253516916,21.0,2023-05-14
1389.0,-0.4173836972360416,Itself education rate.,Winter,0.07,'as',1.2279582733274674,0.03,1939-06-19,11509,1.18,rich,66803,False,1.18,1.177640745897878,'suffer',0.6933426304567435,Katrina,-0.24109744898789084,Wright,1.177640745897878,-0.4173836972360416,3.0,2022-12-07
8976.0,-0.1632110018475873,Interview institution economy lot never.,Summer,0.07,'somebody',-0.043052886712564416,0.03,2010-10-09,21804,0.69,leg,25246,False,0.69,nan,'use',0.8446131220917881,Michael,-0.6232554234584727,Gomez,0.6893303211691184,-0.1632110018475873,10.0,2021-11-22
10570.0,-0.1680996548900474,Success rich eye.,Winter,0.07,'international',0.9762226127414025,0.03,1973-02-20,25039,0.26,seem,23908,False,0.26,0.2636325063223074,'room',1.3063545013094573,Robin,-0.9460277459896131,Rice,0.2636325063223074,-0.1680996548900474,21.0,2023-11-03
1389.0,-0.35669444272334333,Itself education rate.,Winter,0.07,'interview',1.2039812032031474,0.03,1940-05-05,22459,0.94,break,24070,True,0.94,0.9388044219892993,'weight',0.9221412509216309,Angela,-0.8585514701033784,Young,0.9388044219892993,-0.35669444272334333,13.0,2020-12-07
9905.0,-0.236792555984613,Must summer happen key.,Spring,0.07,'room',-0.12631599495081594,0.03,1989-03-21,15276,1.03,simple,69243,False,1.03,1.0280322201123324,'across',1.3615575051764066,Duane,-0.09011042923108632,Scott,1.0280322201123324,-0.236792555984613,34.0,2020-01-03
10570.0,-0.11168750502936563,Success rich eye.,Spring,0.07,'such',-0.24901651555181362,0.03,2015-12-19,22717,0.57,in,78008,False,0.57,0.5677406615013848,'bad',1.0461618440621774,Adam,-0.979565314634551,Fields,0.5677406615013848,-0.11168750502936563,9.0,2022-08-14
1389.0,-0.48565456318976685,Itself education rate.,Fall,0.07,'red',0.5018580273342356,0.03,2010-06-19,19828,1.78,price,52764,True,1.78,1.7756709116470788,'end',1.1699006620351884,Kathleen,-0.8710452931452174,Sanders,1.7756709116470788,nan,39.0,2021-03-06
10570.0,-0.3834293154485854,Success rich eye.,Fall,0.07,'room',2.104684362711418,0.03,1909-11-26,14615,0.65,put,56186,False,0.65,0.6547126817252047,'special',2.719498534185588,Kimberly,-0.5866248826168217,Mason,0.6547126817252047,-0.3834293154485854,31.0,2020-03-19
8976.0,-0.31102161791255045,Interview institution economy lot never.,Summer,0.07,nan,1.561599430949981,0.03,1977-10-02,15211,0.59,color,71218,True,0.59,0.5947672374414638,'alone',1.895395778230359,Mary,-1.765521288915802,Coleman,0.5947672374414638,-0.31102161791255045,24.0,2020-03-04
10570.0,-0.19653610937397026,Success rich eye.,Fall,0.07,'financial',0.882585741123048,0.03,2009-05-03,19413,0.42,skill,37024,True,0.42,0.42140693310711275,'keep',0.9755195901497523,Corey,-0.44088101139447555,Gaines,0.42140693310711275,-0.19653610937397026,40.0,2020-03-03
1389.0,-0.32729043473535613,Itself education rate.,Spring,0.07,'between',1.7330568022199835,0.03,2015-11-01,12334,0.59,size,99417,False,0.59,0.5866154788409415,'soon',2.185974217368888,Anthony,-2.965210529885341,Heath,0.5866154788409415,-0.32729043473535613,38.0,2023-10-19
8976.0,-0.04283786263577958,Interview institution economy lot never.,Winter,0.07,'position',-0.2270375477328705,0.03,1954-10-09,19439,0.28,rule,54080,True,0.28,0.27528102348342853,'another',0.6817263860522831,Joshua,-0.7128048049548621,Pacheco,0.27528102348342853,-0.04283786263577958,46.0,2022-02-16
8976.0,-0.21498475319993082,Interview institution economy lot never.,Fall,0.07,'such',0.2467405736331926,0.03,1930-02-27,25731,0.78,than,97049,True,0.78,nan,'you',0.46545886327319286,Sean,-0.786860068735157,Ballard,0.7752849999372373,-0.21498475319993082,36.0,2023-07-23
10570.0,0.034826908194282274,Success rich eye.,Winter,0.07,nan,-0.40433963008317764,0.03,1960-04-03,11864,0.03,find,94448,False,0.03,0.03376299744055522,'apply',0.7015808916695585,Victoria,-1.8304684749987743,Walker,0.03376299744055522,0.034826908194282274,41.0,2022-11-22
8416.0,-0.24972937248728228,Card traditional media total the.,Spring,0.07,'fight',0.3028153277276366,0.03,1934-09-09,28409,0.89,special,84693,False,0.89,0.8934979874374833,'out',0.5061429942501561,Cole,-2.009929264468574,Jackson,0.8934979874374833,-0.24972937248728228,5.0,2022-07-20
8976.0,-0.7689376167855608,Interview institution economy lot never.,Spring,0.07,'magazine',2.48488491776647,0.03,1987-04-19,25474,2.07,one,44397,True,2.07,2.0721711950111397,'tree',1.7520959650144023,Kevin,-0.7396290484685878,Dean,2.0721711950111397,-0.7689376167855608,2.0,2021-02-19
10570.0,-0.31934265803777756,Success rich eye.,Summer,0.07,'vote',0.27748593540849226,0.03,1982-11-21,12761,1.19,everyone,76896,True,1.19,1.1905601252947435,'develop',0.8812452258838627,Scott,-0.15818937982219936,Boyer,1.1905601252947435,-0.31934265803777756,10.0,2023-04-03
1389.0,-0.22228623211561407,Itself education rate.,Spring,0.07,'fight',0.23377312296550548,0.03,1991-04-08,11288,0.81,administration,48766,False,0.81,0.81095216009213,'chance',0.5267887100061837,Jacqueline,-1.0608842556995841,White,0.81095216009213,-0.22228623211561407,23.0,2022-12-10
1389.0,-0.37519332001730044,Itself education rate.,Summer,0.07,'suggest',1.8693260296143221,0.03,2017-05-20,23867,0.72,important,83226,False,0.72,0.7238119206642712,'man',2.2556056642057416,Sara,-0.32326225938749004,Robinson,0.7238119206642712,nan,37.0,2021-10-01
1389.0,-0.10089181148755245,Itself education rate.,Fall,0.07,'such',0.8264605189288003,0.03,1978-06-02,15099,0.05,technology,32363,True,0.05,0.053028833647155715,'together',1.296994316527062,Karen,-0.8486609521722227,Rhodes,0.053028833647155715,-0.10089181148755245,46.0,2021-11-18
8976.0,-0.24374189878307367,Interview institution economy lot never.,Fall,0.07,'upon',1.7850326646534487,0.03,2013-03-26,26535,0.22,red,26576,True,0.22,0.2206508813165946,'today',2.682173717554261,Jasmine,-0.362334458274863,Long,0.2206508813165946,-0.24374189878307367,14.0,2024-02-17
1389.0,-0.6764208252253068,Itself education rate.,Winter,0.07,'make',1.6681249014098876,0.03,1924-11-07,10297,2.05,through,03387,False,2.05,2.049305971917284,'someone',0.4371575612880402,Jodi,-1.0071747357076501,Banks,2.049305971917284,-0.6764208252253068,46.0,2020-11-11
